date,x1,x2,x3,x4,x5,x6,x7,x8
0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-0.9857426083070997,-0.9984510545892616,-0.955320884560955,-0.9880106337738164,-0.9678909434636406,-0.9944574555183883,-0.9922648454826556,-0.9258721248732193
2.0,-0.9666477393493297,-0.9882907318576468,-0.9577326848078254,-0.9835065304499043,-0.9701956416668988,-0.9899703937765867,-0.9834848713626726,-0.8965940594163557
3.0,-0.9560143328256623,-0.9889898109383445,-0.954619929835499,-0.977863716714319,-0.966227101115763,-0.9787501963279711,-0.9818399767048711,-0.8910087912939637
4.0,-0.957678865951468,-0.9863996302829765,-0.9342120029065226,-0.9734762806720912,-0.9525988416989161,-0.9674564110257838,-0.9826421912999806,-0.8946813272130174
5.0,-0.9567021146936914,-0.9662098229462488,-0.936420211051922,-0.9570684610924053,-0.9516924486244267,-0.9581729092265279,-0.9822922790588068,-0.9010922435045374
6.0,-0.9465698209944463,-0.9412680355920832,-0.9368868193561235,-0.9541708499631656,-0.9482495963663637,-0.9576281390273537,-0.9740611260626452,-0.8929044637627667
7.0,-0.9476793576773176,-0.9428159946005585,-0.927802840520987,-0.9545703141304559,-0.94400069073525,-0.9495046400883036,-0.9480557373433539,-0.8976198411167623
8.0,-0.9461121788455152,-0.9387198744457192,-0.9281780694107844,-0.9575852978700022,-0.9460004405239091,-0.9492310546610251,-0.9527317425432148,-0.889090107068279
9.0,-0.9489169335961967,-0.9414963023920624,-0.9235588839162804,-0.9592913036251581,-0.948321284399122,-0.9534685885937055,-0.9506907723798572,-0.8845179480145481
10.0,-0.9360869594278568,-0.9429766076061288,-0.9246985259468621,-0.9625865150160691,-0.9397261769539452,-0.955319792994032,-0.948484768857676,-0.8528865974636992
11.0,-0.9311987742073653,-0.9404824202327626,-0.9287255038115663,-0.9474036955604129,-0.9311925645267441,-0.9487829191090805,-0.9461721745251896,-0.8443698337510952
12.0,-0.9258753112511239,-0.9251664337055255,-0.9345118986764069,-0.9498823544486064,-0.9280129336427007,-0.9519226661221669,-0.9457947649693971,-0.8196861288359447
13.0,-0.8858263932377678,-0.8826400129432277,-0.9063951051185811,-0.9489171455411787,-0.8162136342761437,-0.9445641586961033,-0.9426051567223068,-0.8128731611275111
14.0,-0.8918379301047296,-0.8814954065446137,-0.9149623093553648,-0.9532757216049469,-0.7864071815374796,-0.8570612815146166,-0.9337989045647709,-0.8292743411856063
15.0,-0.8970275025720288,-0.8904714721614174,-0.8392714147749751,-0.9380167008352834,-0.8061387056074605,-0.8454801687142111,-0.926350481010246,-0.8223294843939917
16.0,-0.8997525845800938,-0.8955622073846649,-0.846449531981035,-0.9234725285443679,-0.8242909940875272,-0.7841673488187597,-0.9261748755952509,-0.8395912972170638
17.0,-0.8997014653263966,-0.8705513367020998,-0.8580056206873614,-0.9158025352525553,-0.8321132973188409,-0.794398302819734,-0.9195487768218256,-0.8513980422044353
18.0,-0.909731318793757,-0.877351039054525,-0.8668419604923225,-0.8226892847172553,-0.8451494595764759,-0.8076707895067979,-0.910276722265698,-0.8602506971264731
19.0,-0.9159067085758013,-0.8847925340326401,-0.8643237114053501,-0.8264396746383316,-0.8555825177559353,-0.825673589738348,-0.9128439615754984,-0.8528404019598211
20.0,-0.9176455855880871,-0.8740185178136117,-0.8683745095473139,-0.825067070008688,-0.8696910427916851,-0.8380034656239312,-0.9117246013492961,-0.8641856128995191
21.0,-0.9170838935944108,-0.8803316747218137,-0.8680626982911643,-0.836351350768887,-0.880624485345189,-0.8445351397751042,-0.9191313829678973,-0.8627898217707195
22.0,-0.9169112774252633,-0.8852745794653327,-0.8660682595325551,-0.8477297645088252,-0.8841331842770307,-0.8571516858369916,-0.7687058559650155,-0.8700500639365591
23.0,-0.9165605726214753,-0.8656793922748205,-0.8766015180097152,-0.8619492261181187,-0.8721912039333363,-0.7595492571410861,-0.789672100897346,-0.8825062193057521
24.0,-0.914218479558217,-0.8791114530473385,-0.8840222226478129,-0.8731949880946317,-0.8309167319529203,-0.7779310370627194,-0.8088611235039037,-0.8859068336781617
25.0,-0.9123325031378589,-0.890890518660457,-0.8783280186446004,-0.8709766469845843,-0.8421098098102936,-0.7970173576306661,-0.7337357267663556,-0.8952237273415271
26.0,-0.9103216885931761,-0.8994596131659406,-0.8877839875525624,-0.8615277576840071,-0.8396344354664131,-0.7700194068677804,-0.7494216530822095,-0.8881295958916368
27.0,-0.9090729064530978,-0.9073116140370154,-0.8938009110505092,-0.8711630946629372,-0.8128568947832471,-0.7909142891964436,-0.7631478960960965,-0.891551000839656
28.0,-0.9053830076933597,-0.9138603786899091,-0.9014459045186568,-0.8456534439721157,-0.8156638952904817,-0.8067866516527503,-0.7447484748761584,-0.9012730712535689
29.0,-0.9010844617654974,-0.915716305410168,-0.9076711519752518,-0.8600363411026928,-0.8064462961801186,-0.8138335157537806,-0.7514758574057411,-0.8951770272903956
30.0,-0.8961510778391738,-0.912398281987568,-0.9169040367777267,-0.8720183414925594,-0.8246177486883294,-0.8288233474059107,-0.747579837386168,-0.9045807912344265
31.0,-0.8837012487029696,-0.9097216527089229,-0.916277810012145,-0.8717813650065658,-0.8394613269764084,-0.8452409249214461,-0.7717088685775708,-0.9107791574135827
