date,x1,x2,x3,x4,x5,x6,x7,x8
0.0,0.08285137974577474,0.031236955060187185,-0.026693939817455645,-0.1359175124985333,-0.17575574781952713,-0.2768155520938791,-0.39532845901828695,-0.4629063000777157
1.0,0.8539659133475684,0.8396504398430482,0.8223438260762461,0.8306736171371362,0.7926252331695123,0.755454682971797,0.7364731249799048,0.6728335377339227
2.0,-0.48113709775004815,-0.4651466982262967,-0.44819891056537703,-0.5019448536434843,-0.42821951670161923,-0.4239509348251691,-0.42267789664967576,-0.3556850250389054
3.0,0.6190607266881596,0.7628232850120422,0.8699676672610166,0.9819728011109493,1.0,0.9999999999999998,1.0000000000000002,0.9114462129172678
4.0,-0.03481446167948012,-0.4063010957466244,-0.7021728631182376,-1.0,-1.0,-1.0,-0.9400115269370666,-0.7234899599871238
5.0,0.9682458306096856,0.811702382708737,0.5561628755775693,0.4473819430253232,0.5471837718519412,0.7438796905961593,0.9543292071528291,1.0000000000000002
6.0,-0.8873182207391829,-0.5186610532157105,-0.05472934484761368,-0.008229690074602669,-0.2020168039745888,-0.6182910606805755,-1.0,-1.0
7.0,-0.34844085431210803,0.6794845064356685,0.9426773189596886,0.8908078175477215,0.9455828785173883,0.9494644309786164,0.9018809417065661,0.9302859868288431
8.0,0.29594383996714124,-0.21817134110997488,-0.7910444919504649,-0.6117779759359243,-0.7934638562110657,-0.9399113776467586,-0.9122640842653669,-0.9513329004258113
9.0,0.5288807026309025,0.942906661268716,0.4206210787984249,0.9201043915254757,0.7940153862888393,0.7898754785579531,0.9411087886062381,0.933103953387755
10.0,0.38212745533981274,-0.8487142209485231,0.14612100535012795,-0.8679628511502174,-0.6165644586883724,-0.6914989216857855,-0.9646605819964813,-0.9419377204871913
11.0,0.6888973321182114,0.05562636988730256,0.8132046250023279,0.6369706768503492,0.9045966083038604,0.9286113365756028,0.9213516135336457,0.9381969746216445
